ip_address,http_status,latitude,longitude,user name,time,city,state
122.172.242.161/1,89,38.905,-77.0162,rcarillocw@mlb.com,2020-02-23 00:45:02,Washington,District of Columbia
110.173.246.49/7,89,41.7918,-72.7188,vgoviercx@weibo.com,2020-04-11 10:03:31,Hartford,Connecticut
193.133.7.195/9,17,40.7651,-73.9858,cmccookecy@goo.ne.jp,2020-02-03 06:44:34,New York City,New York
212.60.207.253/30,81,37.7509,-122.4153,fmccaigcz@youtu.be,2021-01-17 18:59:15,San Francisco,California
5.170.136.11/31,16,29.4375,-98.4616,hmcenhilld0@dion.ne.jp,2021-01-08 04:31:19,San Antonio,Texas
236.117.232.210/7,4,39.9772,-75.2545,dkillbyd1@rakuten.co.jp,2020-06-09 03:51:11,Philadelphia,Pennsylvania
88.241.175.210/3,87,44.9608,-93.1216,rletchfordd2@slate.com,2020-12-06 01:54:43,Saint Paul,Minnesota
22.167.13.69/17,5,39.6255,-104.7874,wsniped3@adobe.com,2020-11-14 16:01:06,Aurora,Colorado
188.140.105.120/28,48,45.484,-122.5973,jbreckwelld4@cnn.com,2020-12-13 00:46:33,Portland,Oregon
21.80.73.108/17,36,26.2626,-81.8071,atudbaldd5@godaddy.com,2020-09-17 13:54:08,Naples,Florida
155.33.139.108/1,28,45.0059,-93.1059,mhandked6@t-online.de,2020-09-24 09:25:38,Saint Paul,Minnesota
122.227.98.34/8,46,47.116,-114.0498,npostand7@discuz.net,2020-12-03 08:13:09,Missoula,Montana
227.82.215.184/27,45,39.2663,-84.5221,ckenrickd8@guardian.co.uk,2020-05-12 22:43:48,Cincinnati,Ohio
145.155.124.123/28,46,34.2628,-119.8486,mkarchowskid9@homestead.com,2020-06-30 22:13:28,Santa Barbara,California
185.159.110.245/31,81,39.7155,-84.1637,gfishda@reverbnation.com,2020-06-05 04:21:40,Dayton,Ohio
119.214.48.134/1,46,43.6746,-96.7913,lskilldb@google.ca,2020-10-23 02:51:28,Sioux Falls,South Dakota
116.170.180.139/5,38,33.8994,-117.9063,apruedc@facebook.com,2020-11-09 20:35:11,Fullerton,California
244.207.67.5/6,3,37.6374,-122.067,tzinckedd@paypal.com,2020-06-08 23:24:48,Hayward,California
172.85.180.233/10,86,35.0443,-106.6729,wredwallde@elpais.com,2020-01-16 14:46:52,Albuquerque,New Mexico
78.65.167.114/27,49,28.3067,-80.6862,ggiovannaccidf@engadget.com,2020-10-31 13:09:18,Melbourne,Florida
151.241.182.206/25,82,43.0528,-87.9353,dcamoysdg@census.gov,2020-11-16 02:00:36,Milwaukee,Wisconsin
135.248.213.152/17,74,32.3766,-95.1252,ihaggerwooddh@nytimes.com,2020-02-08 19:33:45,Tyler,Texas
169.227.80.7/30,85,38.7196,-90.27,abradforddi@tripadvisor.com,2020-02-01 04:42:01,Saint Louis,Missouri
84.22.246.114/10,24,33.5693,-101.8904,mmonkleighdj@adobe.com,2020-06-01 10:49:35,Lubbock,Texas
195.177.102.181/10,27,36.0807,-80.0244,cfenbydk@cpanel.net,2020-03-21 18:29:55,Greensboro,North Carolina
158.43.127.37/7,39,38.6026,-121.4475,gcrightondl@comsenz.com,2020-02-04 15:04:27,Sacramento,California
15.176.249.201/27,26,33.5291,-112.2482,jwildindm@gov.uk,2020-04-29 07:40:47,Glendale,Arizona
96.195.104.216/17,96,27.2427,-82.4751,jcaheydn@tinypic.com,2020-04-25 19:20:26,Sarasota,Florida
79.220.175.154/11,72,39.778,-89.6466,rbentzendo@odnoklassniki.ru,2020-10-07 14:26:54,Springfield,Illinois
182.34.221.42/30,53,41.2335,-96.1188,clegallodp@sbwire.com,2020-05-07 08:16:54,Omaha,Nebraska
88.52.254.87/26,2,26.1497,-80.1229,mlookerdq@4shared.com,2020-10-07 19:46:33,Fort Lauderdale,Florida
54.64.166.216/17,1,30.0956,-81.6217,sliversidgedr@lycos.com,2020-09-23 01:37:34,Jacksonville,Florida
199.210.175.36/3,63,39.0663,-94.5674,mcullipds@ibm.com,2020-11-18 15:28:58,Kansas City,Missouri
192.160.84.85/31,12,43.0314,-85.5503,cshrigleydt@yahoo.co.jp,2020-12-09 05:08:56,Grand Rapids,Michigan
33.251.71.76/8,42,45.5483,-122.8276,dgaythordu@youku.com,2020-01-13 21:33:13,Portland,Oregon
49.20.89.9/31,88,39.2847,-76.6205,vdonoghuedv@yolasite.com,2020-11-02 04:51:12,Baltimore,Maryland
146.122.23.122/28,3,38.7072,-90.3055,ngoodalldw@pinterest.com,2020-08-14 12:10:57,Saint Louis,Missouri
226.187.249.54/30,33,35.0821,-89.8501,fwatforddx@example.com,2020-10-16 07:14:00,Memphis,Tennessee
82.88.174.220/21,83,31.6948,-106.3,llindenbergdy@friendfeed.com,2020-02-18 05:17:41,El Paso,Texas
117.195.143.72/9,68,30.5422,-84.1413,jstoggelldz@diigo.com,2020-12-11 18:49:21,Tallahassee,Florida
240.62.87.128/11,11,39.1271,-95.6384,dkenche0@dailymotion.com,2020-09-21 23:16:07,Topeka,Kansas
85.86.148.231/20,62,43.4599,-116.244,selloite1@ucoz.ru,2020-09-14 15:34:38,Boise,Idaho
181.122.88.109/14,50,39.0853,-77.6452,aplumridegee2@webeden.co.uk,2020-01-21 20:00:08,Sterling,Virginia
252.22.30.238/11,90,39.9788,-75.1262,jcantillione3@amazon.co.jp,2020-09-25 13:52:50,Philadelphia,Pennsylvania
247.172.158.188/18,13,38.8933,-77.0146,cbrookse4@shinystat.com,2020-02-09 04:44:45,Washington,District of Columbia
87.131.127.30/15,86,43.0631,-89.3133,dcraydone5@livejournal.com,2020-10-05 22:03:44,Madison,Wisconsin
147.62.243.93/29,66,36.8586,-76.2686,plambricke6@youtu.be,2020-08-26 09:47:16,Norfolk,Virginia
94.209.91.87/18,22,27.7391,-82.6435,epebworthe7@xing.com,2020-12-09 02:33:21,Saint Petersburg,Florida
55.162.127.237/9,59,32.6437,-117.1384,cpoultone8@umn.edu,2020-07-22 08:48:43,San Diego,California
36.141.16.196/5,83,41.8804,-87.7223,bmoorfielde9@oakley.com,2021-01-07 13:42:28,Chicago,Illinois
3.254.228.96/20,27,32.7673,-96.7776,gthemlea@php.net,2020-05-10 05:48:04,Dallas,Texas
34.238.108.198/30,58,36.1866,-86.7852,ftayspelleb@bravesites.com,2020-05-27 17:59:12,Nashville,Tennessee
219.121.12.143/31,19,41.2044,-75.9113,eodeoranec@quantcast.com,2020-04-16 23:02:45,Wilkes Barre,Pennsylvania
222.226.83.176/12,45,38.8933,-77.0146,mstenninged@networkadvertising.org,2020-09-26 12:11:35,Washington,District of Columbia
2.38.12.33/28,66,41.2722,-75.8801,estandleyee@123-reg.co.uk,2020-12-04 16:05:34,Wilkes Barre,Pennsylvania
68.8.102.175/6,43,39.6888,-105.156,hfitzpaynef@cdbaby.com,2020-01-28 13:25:34,Denver,Colorado
72.246.26.108/25,96,43.0528,-87.9353,bkemsoneg@flavors.me,2020-10-28 17:08:54,Milwaukee,Wisconsin
244.90.216.131/14,36,35.1885,-101.8165,tgarfieldeh@ucla.edu,2020-02-24 14:47:00,Amarillo,Texas
11.177.93.35/22,60,38.6185,-90.2564,kbassamei@redcross.org,2020-04-12 10:01:30,Saint Louis,Missouri
24.208.187.208/31,63,33.2765,-112.1872,ydauneyej@blinklist.com,2020-09-17 22:34:08,Phoenix,Arizona
104.245.18.10/15,88,38.8318,-77.2888,fsherwillek@sphinn.com,2020-06-26 18:52:44,Reston,Virginia
13.44.6.48/26,25,41.6538,-83.6589,fwyllieel@senate.gov,2020-09-15 22:51:40,Toledo,Ohio
221.6.161.118/14,20,44.9364,-123.0381,ylegertonem@mayoclinic.com,2020-04-24 00:44:57,Salem,Oregon
182.100.233.95/21,92,39.7388,-104.4083,bdraaismaen@discuz.net,2020-08-14 09:53:50,Denver,Colorado
145.230.108.47/13,41,41.2335,-96.1188,imiddeneo@shop-pro.jp,2020-09-03 20:41:58,Omaha,Nebraska
3.242.233.114/13,73,38.0283,-84.4715,adellenbrokerep@lulu.com,2020-10-15 17:19:49,Lexington,Kentucky
35.138.85.233/15,57,31.6631,-106.1401,finnotteq@posterous.com,2020-12-31 21:31:11,El Paso,Texas
243.53.31.249/30,61,35.26,-80.8042,mmcfieer@sun.com,2020-05-17 23:08:12,Charlotte,North Carolina
136.172.248.92/4,64,33.7866,-118.2987,mdrakees@hubpages.com,2020-08-11 08:08:30,Pasadena,California
172.135.154.14/31,1,43.006,-87.9429,vgabalaet@studiopress.com,2020-07-12 22:33:07,Milwaukee,Wisconsin
240.212.47.11/9,16,28.5289,-81.4787,edarweneu@nhs.uk,2020-02-10 21:46:37,Orlando,Florida
244.56.96.100/7,13,31.9714,-81.0716,hchithamev@nature.com,2020-04-16 19:57:12,Savannah,Georgia
4.251.78.166/8,60,33.2765,-112.1872,rilyushkinew@prlog.org,2020-11-08 10:59:11,Phoenix,Arizona
13.103.32.227/29,93,37.5242,-77.4932,jharmerex@multiply.com,2020-11-30 07:37:49,Richmond,Virginia
164.122.135.125/7,24,34.734,-86.5229,aalesioey@blog.com,2020-04-14 13:08:02,Huntsville,Alabama
164.138.111.196/23,40,30.033,-89.8826,aledgewayez@jugem.jp,2020-09-30 03:16:49,New Orleans,Louisiana
29.54.250.71/4,57,33.0279,-117.0856,hcloakef0@cmu.edu,2020-09-22 09:51:07,San Diego,California
250.223.117.10/13,94,43.0314,-85.5503,holdallf1@noaa.gov,2021-01-06 14:26:30,Grand Rapids,Michigan
147.66.12.219/24,25,38.8933,-77.0146,jwalnef2@guardian.co.uk,2020-03-09 18:08:02,Washington,District of Columbia
47.14.48.152/5,35,35.1885,-101.8165,kkindonf3@state.tx.us,2020-11-19 10:54:16,Amarillo,Texas
164.13.52.117/28,51,32.69,-96.9177,rwebbyf4@forbes.com,2020-08-24 06:53:15,Dallas,Texas
188.160.112.47/3,21,35.0763,-101.8349,rhowattf5@comsenz.com,2020-02-11 23:47:52,Amarillo,Texas
131.89.133.137/9,70,33.7529,-116.0556,abalasf6@bigcartel.com,2020-10-05 16:49:21,Corona,California
18.150.214.67/30,35,30.033,-89.8826,gcouragef7@weibo.com,2021-01-19 22:57:23,New Orleans,Louisiana
171.166.96.247/15,34,33.2765,-112.1872,bgrinnovf8@reddit.com,2020-08-22 16:33:17,Phoenix,Arizona
206.72.99.114/31,62,61.1872,-149.8804,kdahlef9@hubpages.com,2020-11-07 00:17:26,Anchorage,Alaska
9.240.101.229/14,62,27.9951,-82.4046,rlarwellfa@comsenz.com,2020-07-21 07:12:06,Tampa,Florida
222.169.85.214/21,33,46.8165,-100.7805,cduddenfb@dyndns.org,2020-12-07 18:35:03,Bismarck,North Dakota
19.75.235.161/5,9,38.8933,-77.0146,mtrumperfc@wordpress.org,2020-11-22 03:00:56,Washington,District of Columbia
179.241.21.30/24,77,32.7635,-117.2028,jlalorfd@typepad.com,2020-04-03 22:18:40,San Diego,California
95.238.88.75/14,62,42.3254,-89.1705,gbroomfe@dedecms.com,2020-03-16 15:30:12,Rockford,Illinois
15.122.125.88/11,5,41.3089,-73.3637,zaspreyff@t.co,2020-08-09 18:13:11,Bridgeport,Connecticut
242.69.165.8/28,52,35.6124,-88.8412,jaxellfg@adobe.com,2020-05-20 00:16:07,Jackson,Tennessee
31.44.202.238/13,94,47.4323,-121.8034,mbasfordfh@uiuc.edu,2021-01-27 05:11:40,Seattle,Washington
14.207.40.27/1,96,38.2868,-85.7321,oabbessfi@photobucket.com,2020-03-04 22:42:33,Jeffersonville,Indiana
128.47.201.108/1,90,42.0794,-91.5992,cdunguyfj@hao123.com,2020-01-12 02:39:41,Cedar Rapids,Iowa
33.43.90.138/31,5,38.8933,-77.0146,vbausmannfk@google.co.jp,2020-02-03 16:28:56,Washington,District of Columbia
142.252.191.253/23,87,36.0275,-80.2073,mmushetfl@baidu.com,2020-03-04 06:56:14,Winston Salem,North Carolina
73.122.199.109/27,44,34.7059,-86.6165,dlongfm@si.edu,2020-05-21 17:14:24,Huntsville,Alabama
71.43.12.127/3,56,34.0324,-119.1343,mgaitskillfn@soup.io,2020-12-30 00:51:24,Ventura,California
52.205.11.167/13,19,41.6782,-83.4972,hpettiefo@opera.com,2020-05-10 11:23:35,Toledo,Ohio
196.19.165.90/16,53,44.0185,-123.0998,sferenczifp@geocities.jp,2020-03-12 08:24:14,Eugene,Oregon
217.34.73.9/31,7,33.2765,-112.1872,rhonschfq@ed.gov,2020-09-01 08:42:45,Phoenix,Arizona
24.112.115.84/27,41,37.6802,-121.9215,nlettsomfr@infoseek.co.jp,2020-08-04 04:08:29,Oakland,California
114.71.157.196/18,99,40.0878,-105.3735,cmottershawfs@auda.org.au,2020-11-11 02:50:48,Boulder,Colorado
64.175.152.70/21,35,33.3538,-86.8254,godegaardft@instagram.com,2020-07-05 07:47:34,Birmingham,Alabama
107.80.20.157/3,67,34.0047,-84.1532,bhalleybonefu@exblog.jp,2020-08-13 23:01:49,Duluth,Georgia
161.68.86.84/24,28,39.3432,-94.8516,bmcnicklefv@ed.gov,2020-11-13 17:53:13,Kansas City,Missouri
9.11.68.106/2,25,30.0071,-90.1094,rstreatfeildfw@indiegogo.com,2020-06-19 03:02:48,New Orleans,Louisiana
115.192.103.37/26,51,34.7269,-92.344,csergantfx@clickbank.net,2020-08-23 09:00:40,Little Rock,Arkansas
242.171.212.124/1,40,35.0448,-106.6893,ttregidgofy@constantcontact.com,2020-12-15 06:00:07,Albuquerque,New Mexico
253.183.32.94/28,4,38.0283,-84.4715,olaunderfz@sciencedaily.com,2020-09-24 19:08:51,Lexington,Kentucky
93.75.15.194/12,56,41.2405,-80.8441,lalking0@1und1.de,2020-10-17 13:42:11,Warren,Ohio
86.195.85.50/21,59,38.9033,-92.1022,hgiacovellig1@discuz.net,2020-10-24 19:47:51,Columbia,Missouri
217.124.54.164/7,96,35.0763,-101.8349,odawberg2@multiply.com,2020-07-27 08:24:37,Amarillo,Texas
235.76.35.5/28,3,27.872,-82.4388,medgworthg3@disqus.com,2020-12-19 08:41:32,Tampa,Florida
60.204.195.242/24,9,38.7202,-77.4391,ascryneg4@ihg.com,2020-07-09 08:04:20,Manassas,Virginia
49.30.194.220/4,75,27.1675,-82.381,nkorneevg5@t-online.de,2020-07-26 06:28:06,Sarasota,Florida
173.40.14.200/22,79,32.2832,-90.2306,gpitkethlyg6@shinystat.com,2020-02-12 14:33:37,Jackson,Mississippi
84.173.21.73/10,55,32.3113,-90.3972,cdarbyg7@surveymonkey.com,2020-11-17 04:34:28,Jackson,Mississippi
125.205.126.233/18,45,30.033,-89.8826,arowcastleg8@cbslocal.com,2020-01-29 07:03:09,New Orleans,Louisiana
30.98.114.43/19,29,41.6727,-93.5722,lboothmang9@shareasale.com,2020-11-01 19:29:00,Des Moines,Iowa
184.198.144.20/20,66,38.4096,-82.369,sklostermanga@amazon.de,2020-06-18 22:00:30,Huntington,West Virginia
206.68.240.218/3,48,32.4401,-88.6783,cabelsongb@facebook.com,2020-07-09 22:00:07,Meridian,Mississippi
108.179.46.237/11,4,40.3286,-75.1028,elawelesgc@youku.com,2021-01-05 11:55:19,Levittown,Pennsylvania
244.39.163.51/16,56,28.3067,-80.6862,rzumbuschgd@hexun.com,2020-03-08 21:35:50,Melbourne,Florida
179.101.213.212/3,4,42.3231,-71.0846,sspeersge@skype.com,2020-12-25 11:30:19,Boston,Massachusetts
236.212.97.245/21,65,43.4599,-116.244,plovekingf@si.edu,2020-03-15 23:48:33,Boise,Idaho
254.195.24.56/31,50,29.9781,-95.5803,braikergg@eepurl.com,2020-09-29 02:25:32,Houston,Texas
227.73.235.179/30,53,41.9699,-87.7603,ejakubskigh@geocities.jp,2020-01-22 06:57:41,Chicago,Illinois
84.53.127.201/17,90,41.6727,-93.5722,bscatchargi@java.com,2021-01-24 19:11:10,Des Moines,Iowa
128.208.73.224/10,2,40.0418,-76.3012,adimblebeegj@amazon.co.jp,2021-01-06 06:33:51,Lancaster,Pennsylvania
185.158.157.105/1,96,41.1894,-111.9489,ebeebisgk@time.com,2020-06-12 04:12:24,Ogden,Utah
108.57.169.202/19,93,31.6948,-106.3,rraysongl@flickr.com,2020-03-17 04:09:08,El Paso,Texas
219.108.152.98/27,35,35.2017,-89.9715,bpeppardgm@sciencedirect.com,2020-12-19 04:02:58,Memphis,Tennessee
232.241.165.86/3,18,61.1535,-149.8289,dbalinegn@addtoany.com,2020-03-18 03:03:46,Anchorage,Alaska
90.121.115.117/17,87,30.392,-91.0892,mbardeygo@ucoz.ru,2020-09-15 15:09:48,Baton Rouge,Louisiana
90.230.26.77/14,51,37.9971,-87.575,ckiwitzgp@stanford.edu,2020-04-18 01:47:17,Evansville,Indiana
233.192.192.33/22,31,30.2166,-97.8508,rtelegagq@freewebs.com,2021-01-23 06:04:48,Austin,Texas
132.175.129.156/26,43,31.4647,-100.39,alisgr@ning.com,2020-02-24 13:23:38,San Angelo,Texas
113.140.159.43/8,17,30.2023,-92.0188,dfredegs@webnode.com,2020-12-25 07:52:47,Lafayette,Louisiana
105.69.15.32/14,35,32.3218,-90.1771,doddegt@jimdo.com,2020-11-12 04:26:47,Jackson,Mississippi
57.81.50.226/26,30,38.8545,-77.052,ochestnuttgu@cyberchimps.com,2020-03-18 07:50:12,Arlington,Virginia
205.158.219.133/19,47,33.5446,-86.9292,rgillionsgv@storify.com,2020-11-27 17:44:58,Birmingham,Alabama
149.245.214.116/3,66,38.8933,-77.0146,rvandalegw@1und1.de,2020-08-05 16:11:44,Washington,District of Columbia
250.191.66.129/7,97,31.7466,-102.567,kjacobssongx@pen.io,2020-10-03 14:15:55,Odessa,Texas
18.53.63.13/6,65,41.6857,-81.6728,oagargy@pen.io,2020-11-18 08:42:34,Cleveland,Ohio
220.118.230.38/1,41,38.9273,-94.7143,msallingergz@gnu.org,2020-03-02 21:41:58,Shawnee Mission,Kansas
244.152.235.119/12,25,39.2847,-76.6205,golenchenkoh0@nydailynews.com,2020-09-18 02:01:36,Baltimore,Maryland
212.251.156.223/18,66,30.4124,-87.2035,wvargash1@umich.edu,2020-10-10 02:16:22,Pensacola,Florida
119.25.97.215/30,54,25.5584,-80.4582,aputtnamh2@wikimedia.org,2021-01-02 12:12:37,Miami,Florida
59.74.221.16/4,33,35.9918,-83.8496,celsworthh3@fc2.com,2020-06-14 01:08:30,Knoxville,Tennessee
165.30.198.138/16,55,34.006,-80.9708,tskimh4@mit.edu,2020-07-04 09:45:49,Columbia,South Carolina
234.49.54.151/13,37,40.695,-112.0001,pstquentinh5@dell.com,2020-07-30 12:38:45,Salt Lake City,Utah
147.5.219.133/9,7,36.0384,-115.0857,mwailesh6@imdb.com,2020-09-17 04:16:43,Henderson,Nevada
166.92.158.131/19,30,41.6727,-93.5722,cjochenh7@spiegel.de,2020-03-13 09:25:13,Des Moines,Iowa
26.26.242.170/23,99,40.6681,-111.9083,hstrongitharmh8@squarespace.com,2020-06-08 11:42:22,Salt Lake City,Utah
229.107.111.33/30,72,31.9701,-111.8907,zlavrickh9@ihg.com,2020-05-17 02:21:59,Tucson,Arizona
67.4.65.152/21,17,35.4369,-119.0679,sgodsmarkha@goodreads.com,2020-06-30 22:17:47,Bakersfield,California
27.181.36.174/16,13,39.1848,-84.3448,awigginshb@yahoo.co.jp,2020-10-14 01:35:01,Cincinnati,Ohio
120.112.68.144/18,63,30.1288,-95.4239,tcecihc@microsoft.com,2020-10-21 12:30:13,Spring,Texas
79.170.94.133/27,42,45.0803,-93.0875,hduckershd@sciencedirect.com,2020-01-03 18:00:32,Saint Paul,Minnesota
157.139.141.73/15,96,41.9399,-87.6528,garentshe@rambler.ru,2020-12-27 14:32:48,Chicago,Illinois
253.119.220.174/23,33,26.2626,-81.8071,ecolenutthf@hugedomains.com,2020-08-16 10:56:16,Naples,Florida
10.178.150.230/7,85,30.4501,-97.4865,jmityukovhg@ehow.com,2020-06-17 04:56:50,Austin,Texas
175.147.79.52/6,59,27.981,-81.6736,ihabbinhh@cnn.com,2020-06-18 23:35:43,Winter Haven,Florida
217.225.58.82/23,17,32.7673,-96.7776,tbartolettihi@friendfeed.com,2020-04-01 15:46:15,Dallas,Texas
138.17.100.227/4,6,35.0443,-106.6729,sbreckinhj@springer.com,2020-08-22 09:02:13,Albuquerque,New Mexico
102.26.13.155/4,73,28.5803,-81.4396,hwarmishamhk@free.fr,2020-08-11 07:42:22,Orlando,Florida
170.70.165.92/8,92,33.7169,-112.238,aloniehl@topsy.com,2020-05-02 22:11:37,Peoria,Arizona
91.123.157.36/14,74,41.6492,-83.6706,bvotierhm@ycombinator.com,2020-05-23 16:38:18,Toledo,Ohio
162.222.184.160/5,58,41.9699,-87.7603,cpikenhn@posterous.com,2020-07-04 11:10:54,Chicago,Illinois
195.162.67.9/7,74,40.8247,-73.894,mstruteho@smugmug.com,2020-06-05 06:03:01,Bronx,New York
167.184.212.157/16,20,33.0169,-116.846,celieshp@chron.com,2020-07-09 09:03:07,San Diego,California
244.112.162.149/15,42,42.6149,-73.9708,atommeohq@t.co,2020-11-22 06:00:50,Albany,New York
85.9.85.131/7,33,40.0495,-83.0669,mbeeshr@stanford.edu,2020-09-20 03:51:07,Columbus,Ohio
119.179.179.245/12,42,47.9335,-97.3944,rhutsonhs@so-net.ne.jp,2020-10-20 23:30:19,Grand Forks,North Dakota
185.238.208.246/30,38,40.695,-112.0001,lpelzht@instagram.com,2020-03-07 08:01:28,Salt Lake City,Utah
154.59.133.156/21,77,33.2781,-111.7096,skettlewellhu@google.com,2020-08-29 06:07:06,Gilbert,Arizona
212.56.195.44/17,27,32.0848,-110.7122,hbadlandhv@pen.io,2020-03-03 01:00:27,Tucson,Arizona
201.162.2.142/11,25,41.3657,-72.9275,poffenerhw@who.int,2020-02-27 02:04:29,Waterbury,Connecticut
14.11.14.210/23,69,43.012,-85.6309,kavrashinhx@prweb.com,2020-03-10 07:33:27,Grand Rapids,Michigan
154.68.69.155/4,27,29.8941,-95.6481,vadnamshy@theguardian.com,2020-06-26 11:31:00,Houston,Texas
241.36.243.199/17,100,35.4015,-101.8951,bnorthedgehz@nationalgeographic.com,2020-08-20 10:48:48,Amarillo,Texas
86.188.27.97/8,25,33.3022,-112.1226,rfeelyi0@miibeian.gov.cn,2020-06-18 07:30:56,Phoenix,Arizona
250.235.77.160/25,70,26.5747,-80.0794,vserveri1@google.de,2020-12-03 03:28:52,Lake Worth,Florida
92.55.140.44/27,19,40.6281,-73.9467,inaveini2@moonfruit.com,2020-09-16 11:07:33,Brooklyn,New York
123.97.195.190/7,33,35.5514,-97.4075,tsparshetti3@miibeian.gov.cn,2020-05-06 10:01:46,Oklahoma City,Oklahoma
48.130.147.112/30,21,41.3657,-72.9275,snewlandsi4@jiathis.com,2020-06-30 13:41:27,New Haven,Connecticut
90.96.207.87/10,69,41.8119,-87.6873,aattreei5@ebay.co.uk,2020-08-31 01:48:36,Chicago,Illinois
254.244.191.27/16,30,42.7286,-84.5517,dpresshaughi6@ocn.ne.jp,2020-11-20 23:29:51,Lansing,Michigan
50.181.153.214/1,50,39.1271,-95.6384,dmckellari7@paypal.com,2020-02-18 01:40:36,Topeka,Kansas
133.145.93.124/31,82,33.7866,-118.2987,ccapewelli8@stumbleupon.com,2020-05-04 10:45:59,Santa Monica,California
141.143.68.251/6,57,37.5535,-77.4604,igoadei9@indiegogo.com,2020-05-08 00:33:35,Richmond,Virginia
109.70.74.40/25,17,45.8016,-122.5203,mkingdomia@indiegogo.com,2020-03-27 17:10:51,Vancouver,Washington
74.57.119.196/17,6,37.2742,-79.9579,lharradineib@barnesandnoble.com,2020-11-10 20:18:22,Roanoke,Virginia
33.159.62.209/20,29,41.8119,-87.6873,mtrueloveic@toplist.cz,2020-08-05 21:41:23,Chicago,Illinois
106.14.68.80/24,40,38.0401,-78.4851,rmccorrieid@pen.io,2020-05-22 03:03:58,Charlottesville,Virginia
174.139.233.113/13,62,37.5313,-77.4161,crookebyie@wsj.com,2021-01-19 19:07:06,Richmond,Virginia
141.137.6.215/21,82,26.0185,-80.3449,aballeif@businesswire.com,2020-11-24 20:14:00,Hollywood,Florida
57.82.176.84/15,70,39.9772,-75.2545,lastallig@aol.com,2020-12-24 14:41:19,Philadelphia,Pennsylvania
234.50.165.232/31,12,41.0704,-80.6931,kbradyih@europa.eu,2020-08-09 03:13:10,Youngstown,Ohio
78.212.194.172/26,64,33.7866,-118.2987,mcraigheidii@squarespace.com,2020-04-05 10:40:13,Van Nuys,California
18.16.35.38/16,65,38.6406,-121.444,schardinij@opensource.org,2021-01-23 05:38:02,Sacramento,California
104.205.185.111/17,8,31.9386,-106.4073,lspringthorpik@geocities.com,2020-03-12 15:54:33,El Paso,Texas
249.67.146.82/31,99,31.6948,-106.3,hcrippinil@sciencedaily.com,2020-12-29 13:10:20,El Paso,Texas
192.109.79.216/17,61,30.671,-88.1267,ksoanim@state.gov,2020-07-05 03:50:40,Mobile,Alabama
190.152.234.181/24,74,32.2832,-90.2306,nfilipovin@timesonline.co.uk,2020-02-06 04:56:37,Jackson,Mississippi
158.31.31.30/8,82,37.7848,-122.7278,ffieldsendio@wired.com,2020-08-18 11:09:01,San Francisco,California
13.67.109.166/16,56,39.7395,-84.229,dwooderip@admin.ch,2020-02-07 00:32:30,Dayton,Ohio
189.144.178.9/2,12,41.8119,-87.6873,abastoneiq@cam.ac.uk,2020-02-20 08:32:04,Chicago,Illinois
45.145.152.120/16,45,34.8019,-92.1894,cedowesir@stanford.edu,2020-02-21 15:16:08,Little Rock,Arkansas
14.67.132.161/21,90,36.0807,-80.0244,cdillimoreis@devhub.com,2020-07-22 12:00:44,High Point,North Carolina
12.226.190.106/9,50,29.6779,-90.0901,kgullickit@symantec.com,2020-10-06 04:47:11,New Orleans,Louisiana
96.65.251.130/15,88,31.6948,-106.3,klinneriu@storify.com,2020-02-27 07:34:15,El Paso,Texas
189.203.243.153/25,86,37.6802,-121.9215,hpainteriv@myspace.com,2020-05-31 13:19:32,Oakland,California
19.138.247.94/18,16,34.5137,-92.9685,edeneriw@gov.uk,2020-06-30 03:20:22,Hot Springs National Park,Arkansas
189.116.8.89/22,68,29.4375,-98.4616,psirrix@wisc.edu,2020-03-15 18:31:40,San Antonio,Texas
211.200.226.83/13,30,42.7684,-78.8871,taudsleyiy@nhs.uk,2020-10-12 14:06:19,Buffalo,New York
87.121.116.52/18,60,35.1104,-106.5781,rmatteiiz@amazonaws.com,2020-07-31 17:32:54,Albuquerque,New Mexico
100.69.80.96/10,49,41.4509,-81.619,cnareyj0@upenn.edu,2020-09-05 20:56:25,Cleveland,Ohio
144.52.151.210/23,69,37.9971,-87.575,darnizj1@fotki.com,2020-08-22 18:26:20,Evansville,Indiana
2.12.15.216/2,84,42.6149,-73.9708,cbrowerj2@arizona.edu,2021-01-20 13:17:40,Albany,New York
150.216.184.186/19,100,47.6536,-117.4317,ebonifazioj3@bing.com,2020-07-07 16:37:51,Spokane,Washington
71.204.206.224/6,91,38.8971,-77.0554,acridlinj4@cam.ac.uk,2020-03-04 06:44:33,Washington,District of Columbia
144.92.187.26/3,68,39.7851,-86.1595,mbadamj5@dot.gov,2021-01-04 06:42:20,Indianapolis,Indiana
28.58.128.100/20,14,33.7629,-84.4226,cmirrleesj6@cbslocal.com,2020-10-02 16:15:07,Atlanta,Georgia
198.31.141.52/12,36,25.5584,-80.4582,lvandermerwej7@live.com,2020-04-20 16:53:46,Miami,Florida
74.133.242.81/25,87,35.0821,-89.8501,vowersj8@foxnews.com,2020-07-01 07:52:13,Memphis,Tennessee
179.83.3.4/21,46,43.1577,-77.608,dbrownliej9@mozilla.org,2020-10-08 15:30:17,Rochester,New York
188.102.144.82/27,5,34.0378,-84.5038,rsteaningja@biblegateway.com,2020-06-13 22:26:28,Marietta,Georgia
